Price,Year,Generation,Trim,Mileage,Distance,Seller
12590,2019,8,ST-2,39841,141,Private
4395,2014,7,ST-2,97000,206,Private
6300,2017,7,ST-2,82000,170,Private
4500,2014,7,ST-2,102270,126,Private
12351,2018,8,ST-2,47268,109,Private
12760,2018,8,ST-2,50000,101,Private
16490,2022,8,ST-2,25133,369,Private
17963,2022,8,ST-2,11831,195,Private
15990,2021,8,ST-2,16316,246,Private
5075,2015,7,ST-2,106300,167,Private
16490,2025,8,ST-2,13590,367,Private
17225,2022,8,ST-2,12907,335,Private
9500,2017,7,ST-2,40708,254,Private
17699,2021,8,ST-2,16618,185,Private
9750,2016,7,ST-2,61331,349,Private
12351,2018,8,ST-2,47268,109,Private
8885,2017,7,ST-2,62000,174,Private
8995,2015,7,ST-2,48000,345,Private
16995,2025,8,ST-2,17771,321,Private
17998,2022,8,ST-2,3896,338,Private
15490,2020,8,ST-2,17998,254,Private
15998,2020,8,ST-2,24920,338,Private
8250,2017,7,ST-2,58000,333,Private
111111,2018,8,ST-2,44444,19,Private
18498,2022,8,ST-2,13813,350,Private
4990,2013,7,ST-2,90955,77,Private
12351,2018,8,ST-2,47268,109,Private
4795,2013,7,ST-2,90800,93,Private
7795,2016,7,ST-2,53800,83,Private
8995,2016,7,ST-2,42000,106,Private
9495,2013,7,ST-2,73000,179,Private
12330,2019,8,ST-2,21590,12,Private
7995,2015,7,ST-2,42000,106,Private
6195,2013,7,ST-2,66009,70,Private
6000,2013,7,ST-2,89501,148,Private
5390,2013,7,ST-2,91000,204,Private
5000,2014,7,ST-2,73715,405,Private
12351,2018,8,ST-2,47268,109,Private
9700,2018,8,ST-2,37612,337,Private
